account_id,customer_id,branch_id,account_type,account_status,opened_date,currency,snapshot_date
ACC0000004519,CUST00004962,BR0013,WALLET,ACTIVE,3/30/2020,NPR,1/1/2026
ACC0000004520,CUST00004021,BR0011,SAVINGS,ACTIVE,12/26/2025,NPR,1/1/2026
ACC0000004521,CUST00002418,BR0023,WALLET,ACTIVE,3/7/2020,NPR,1/1/2026
ACC0000004522,CUST00000920,BR0020,CURRENT,ACTIVE,1/19/2023,NPR,1/1/2026
ACC0000004523,CUST00004384,BR0030,CURRENT,ACTIVE,7/30/2022,NPR,1/1/2026
ACC0000004524,CUST00003439,BR0015,WALLET,ACTIVE,4/22/2023,NPR,1/1/2026
ACC0000004525,CUST00002772,BR0019,LOAN,ACTIVE,1/29/2022,NPR,1/1/2026
ACC0000004526,CUST00000098,BR0023,SAVINGS,ACTIVE,9/19/2019,NPR,1/1/2026
ACC0000004527,CUST00002812,BR0015,LOAN,ACTIVE,10/29/2020,NPR,1/1/2026
ACC0000004528,CUST00002144,BR0006,SALARY,ACTIVE,9/4/2019,NPR,1/1/2026
ACC0000004529,CUST00002184,BR0037,CURRENT,ACTIVE,8/18/2024,NPR,1/1/2026
ACC0000004530,CUST00003718,BR0013,SALARY,DORMANT,3/12/2025,NPR,1/1/2026
ACC0000004531,CUST00004277,BR0037,SALARY,ACTIVE,8/4/2025,NPR,1/1/2026
ACC0000004532,CUST00003891,BR0024,SAVINGS,DORMANT,6/4/2020,NPR,1/1/2026
ACC0000004533,CUST00001618,BR0040,LOAN,ACTIVE,6/20/2020,NPR,1/1/2026
ACC0000004534,CUST00003404,BR0023,SAVINGS,ACTIVE,12/5/2024,NPR,1/1/2026
ACC0000004535,CUST00000155,BR0039,SAVINGS,ACTIVE,6/3/2021,NPR,1/1/2026
ACC0000004536,CUST00003245,BR0037,WALLET,ACTIVE,8/18/2022,NPR,1/1/2026
ACC0000004537,CUST00004315,BR0008,SALARY,ACTIVE,1/10/2021,NPR,1/1/2026
ACC0000004538,CUST00001362,BR0027,SALARY,ACTIVE,5/5/2019,NPR,1/1/2026
ACC0000004539,CUST00002352,BR0026,CURRENT,ACTIVE,9/18/2021,NPR,1/1/2026
ACC0000004540,CUST00002235,BR0019,SAVINGS,ACTIVE,5/13/2024,NPR,1/1/2026
ACC0000004541,CUST00003801,BR0032,CURRENT,DORMANT,4/19/2021,NPR,1/1/2026
ACC0000004542,CUST00000414,BR0018,LOAN,ACTIVE,2/16/2023,NPR,1/1/2026
ACC0000004543,CUST00000380,BR0010,SAVINGS,ACTIVE,2/21/2021,NPR,1/1/2026
ACC0000004544,CUST00000478,BR0006,LOAN,ACTIVE,5/10/2023,NPR,1/1/2026
ACC0000004545,CUST00000020,BR0017,SAVINGS,DORMANT,1/11/2022,NPR,1/1/2026
ACC0000004546,CUST00003549,BR0039,LOAN,ACTIVE,10/16/2020,NPR,1/1/2026
ACC0000004547,CUST00002453,BR0009,WALLET,ACTIVE,9/20/2021,NPR,1/1/2026
ACC0000004548,CUST00004124,BR0023,SAVINGS,ACTIVE,10/26/2023,NPR,1/1/2026
ACC0000004549,CUST00001462,BR0009,SAVINGS,ACTIVE,1/6/2025,NPR,1/1/2026
ACC0000004550,CUST00003217,BR0039,LOAN,DORMANT,6/3/2019,NPR,1/1/2026
ACC0000004551,CUST00004734,BR0009,SAVINGS,ACTIVE,5/29/2020,NPR,1/1/2026
ACC0000004552,CUST00001567,BR0020,SALARY,ACTIVE,12/12/2023,NPR,1/1/2026
ACC0000004553,CUST00003684,BR0009,SAVINGS,ACTIVE,12/13/2020,NPR,1/1/2026
ACC0000004554,CUST00001715,BR0033,LOAN,ACTIVE,10/21/2019,NPR,1/1/2026
ACC0000004555,CUST00000245,BR0036,WALLET,ACTIVE,8/12/2020,NPR,1/1/2026
ACC0000004556,CUST00001883,BR0015,SAVINGS,ACTIVE,12/23/2024,NPR,1/1/2026
ACC0000004557,CUST00004798,BR0016,WALLET,ACTIVE,10/16/2019,NPR,1/1/2026
ACC0000004558,CUST00003530,BR0035,SAVINGS,ACTIVE,9/25/2022,NPR,1/1/2026
ACC0000004559,CUST00003708,BR0009,WALLET,ACTIVE,11/5/2025,NPR,1/1/2026
ACC0000004560,CUST00001180,BR0020,WALLET,ACTIVE,5/18/2021,NPR,1/1/2026
ACC0000004561,CUST00001414,BR0034,SALARY,ACTIVE,3/28/2019,NPR,1/1/2026
ACC0000004562,CUST00000886,BR0012,SAVINGS,ACTIVE,6/25/2023,NPR,1/1/2026
ACC0000004563,CUST00003946,BR0002,SAVINGS,ACTIVE,8/24/2023,NPR,1/1/2026
ACC0000004564,CUST00002140,BR0001,WALLET,ACTIVE,8/7/2020,NPR,1/1/2026
ACC0000004565,CUST00002410,BR0006,CURRENT,ACTIVE,9/27/2019,NPR,1/1/2026
ACC0000004566,CUST00004410,BR0030,CURRENT,ACTIVE,9/16/2019,NPR,1/1/2026
ACC0000004567,CUST00001718,BR0025,CURRENT,ACTIVE,11/14/2025,NPR,1/1/2026
ACC0000004568,CUST00000701,BR0002,CURRENT,ACTIVE,4/16/2021,NPR,1/1/2026
ACC0000004569,CUST00003315,BR0027,LOAN,ACTIVE,4/29/2023,NPR,1/1/2026
ACC0000004570,CUST00001018,BR0022,CURRENT,ACTIVE,10/4/2020,NPR,1/1/2026
ACC0000004571,CUST00000295,BR0024,WALLET,ACTIVE,1/9/2022,NPR,1/1/2026
ACC0000004572,CUST00001614,BR0003,SALARY,DORMANT,5/17/2019,NPR,1/1/2026
ACC0000004573,CUST00001958,BR0015,SALARY,ACTIVE,11/25/2019,NPR,1/1/2026
ACC0000004574,CUST00002678,BR0001,SAVINGS,ACTIVE,3/25/2020,NPR,1/1/2026
ACC0000004575,CUST00001322,BR0008,CURRENT,ACTIVE,8/1/2024,NPR,1/1/2026
ACC0000004576,CUST00002703,BR0040,SAVINGS,ACTIVE,4/11/2025,NPR,1/1/2026
ACC0000004577,CUST00003633,BR0029,SAVINGS,ACTIVE,11/13/2020,NPR,1/1/2026
ACC0000004578,CUST00001829,BR0010,SAVINGS,ACTIVE,1/28/2020,NPR,1/1/2026
ACC0000004579,CUST00002066,BR0011,SALARY,ACTIVE,5/23/2022,NPR,1/1/2026
ACC0000004580,CUST00001619,BR0023,SALARY,ACTIVE,8/19/2023,NPR,1/1/2026
ACC0000004581,CUST00004458,BR0025,SAVINGS,ACTIVE,11/20/2022,NPR,1/1/2026
ACC0000004582,CUST00002722,BR0008,SALARY,DORMANT,10/12/2022,NPR,1/1/2026
ACC0000004583,CUST00002921,BR0003,SALARY,ACTIVE,1/5/2020,NPR,1/1/2026
ACC0000004584,CUST00000906,BR0011,SALARY,ACTIVE,5/24/2022,NPR,1/1/2026
ACC0000004585,CUST00001922,BR0012,SALARY,ACTIVE,6/3/2022,NPR,1/1/2026
ACC0000004586,CUST00003185,BR0009,CURRENT,ACTIVE,8/24/2019,NPR,1/1/2026
ACC0000004587,CUST00001331,BR0014,SAVINGS,ACTIVE,10/29/2023,NPR,1/1/2026
ACC0000004588,CUST00004633,BR0036,WALLET,ACTIVE,2/28/2023,NPR,1/1/2026
ACC0000004589,CUST00003355,BR0010,SALARY,ACTIVE,3/1/2024,NPR,1/1/2026
ACC0000004590,CUST00001826,BR0030,SAVINGS,ACTIVE,5/18/2019,NPR,1/1/2026
ACC0000004591,CUST00004593,BR0002,WALLET,ACTIVE,11/24/2020,NPR,1/1/2026
ACC0000004592,CUST00000085,BR0005,SALARY,CLOSED,7/25/2024,NPR,1/1/2026
ACC0000004593,CUST00002674,BR0022,SAVINGS,ACTIVE,12/31/2021,NPR,1/1/2026
ACC0000004594,CUST00002304,BR0019,LOAN,ACTIVE,1/5/2023,NPR,1/1/2026
ACC0000004595,CUST00004768,BR0035,SAVINGS,ACTIVE,3/20/2021,NPR,1/1/2026
ACC0000004596,CUST00003689,BR0033,SALARY,ACTIVE,6/21/2020,NPR,1/1/2026
ACC0000004597,CUST00000552,BR0029,WALLET,ACTIVE,9/2/2025,NPR,1/1/2026
ACC0000004598,CUST00004811,BR0034,SALARY,ACTIVE,8/10/2022,NPR,1/1/2026
ACC0000004599,CUST00004060,BR0021,LOAN,ACTIVE,7/13/2024,NPR,1/1/2026
ACC0000004600,CUST00002673,BR0023,LOAN,ACTIVE,2/4/2020,NPR,1/1/2026
ACC0000004601,CUST00000624,BR0034,SAVINGS,ACTIVE,12/23/2023,NPR,1/1/2026
ACC0000004602,CUST00004492,BR0036,CURRENT,ACTIVE,8/28/2022,NPR,1/1/2026
ACC0000004603,CUST00002091,BR0035,WALLET,CLOSED,6/20/2025,NPR,1/1/2026
ACC0000004604,CUST00000085,BR0016,WALLET,ACTIVE,6/30/2025,NPR,1/1/2026
ACC0000004605,CUST00002868,BR0026,LOAN,ACTIVE,4/23/2020,NPR,1/1/2026
ACC0000004606,CUST00001440,BR0004,SALARY,ACTIVE,5/11/2022,NPR,1/1/2026
ACC0000004607,CUST00000257,BR0028,LOAN,DORMANT,8/3/2023,NPR,1/1/2026
ACC0000004608,CUST00004396,BR0017,SALARY,ACTIVE,7/17/2021,NPR,1/1/2026
ACC0000004609,CUST00000601,BR0026,LOAN,ACTIVE,9/7/2019,NPR,1/1/2026
ACC0000004610,CUST00004761,BR0031,CURRENT,ACTIVE,6/2/2019,NPR,1/1/2026
ACC0000004611,CUST00000475,BR0033,LOAN,ACTIVE,9/30/2020,NPR,1/1/2026
ACC0000004612,CUST00000898,BR0015,SALARY,ACTIVE,12/1/2025,NPR,1/1/2026
ACC0000004613,CUST00002131,BR0001,SAVINGS,ACTIVE,9/20/2022,NPR,1/1/2026
ACC0000004614,CUST00003545,BR0037,CURRENT,ACTIVE,9/9/2019,NPR,1/1/2026
ACC0000004615,CUST00002724,BR0015,SALARY,ACTIVE,2/17/2022,NPR,1/1/2026
ACC0000004616,CUST00001864,BR0032,SALARY,ACTIVE,10/29/2020,NPR,1/1/2026
ACC0000004617,CUST00001079,BR0012,CURRENT,ACTIVE,3/30/2024,NPR,1/1/2026
ACC0000004618,CUST00001264,BR0035,SAVINGS,ACTIVE,6/5/2020,NPR,1/1/2026
ACC0000004619,CUST00003365,BR0030,WALLET,ACTIVE,12/28/2020,NPR,1/1/2026
ACC0000004620,CUST00002986,BR0003,SALARY,ACTIVE,12/31/2023,NPR,1/1/2026
ACC0000004621,CUST00000984,BR0009,SALARY,ACTIVE,5/30/2021,NPR,1/1/2026
ACC0000004622,CUST00003007,BR0018,CURRENT,ACTIVE,7/14/2023,NPR,1/1/2026
ACC0000004623,CUST00003127,BR0013,LOAN,CLOSED,10/16/2025,NPR,1/1/2026
ACC0000004624,CUST00004403,BR0039,LOAN,ACTIVE,4/21/2019,NPR,1/1/2026
ACC0000004625,CUST00002406,BR0001,SAVINGS,ACTIVE,3/23/2019,NPR,1/1/2026
ACC0000004626,CUST00003323,BR0013,SAVINGS,ACTIVE,4/15/2022,NPR,1/1/2026
ACC0000004627,CUST00003807,BR0004,LOAN,ACTIVE,12/15/2025,NPR,1/1/2026
ACC0000004628,CUST00001975,BR0003,WALLET,ACTIVE,2/21/2021,NPR,1/1/2026
ACC0000004629,CUST00004612,BR0032,WALLET,ACTIVE,11/12/2022,NPR,1/1/2026
ACC0000004630,CUST00004027,BR0001,CURRENT,ACTIVE,10/7/2022,NPR,1/1/2026
ACC0000004631,CUST00002165,BR0009,LOAN,ACTIVE,10/10/2021,NPR,1/1/2026
ACC0000004632,CUST00004610,BR0010,LOAN,ACTIVE,12/11/2021,NPR,1/1/2026
ACC0000004633,CUST00002573,BR0036,LOAN,ACTIVE,9/25/2022,NPR,1/1/2026
ACC0000004634,CUST00003766,BR0013,LOAN,DORMANT,8/2/2022,NPR,1/1/2026
ACC0000004635,CUST00004675,BR0019,WALLET,ACTIVE,1/5/2023,NPR,1/1/2026
ACC0000004636,CUST00000592,BR0036,WALLET,ACTIVE,12/23/2025,NPR,1/1/2026
ACC0000004637,CUST00004491,BR0019,LOAN,ACTIVE,10/4/2024,NPR,1/1/2026
ACC0000004638,CUST00004975,BR0002,WALLET,ACTIVE,6/24/2025,NPR,1/1/2026
ACC0000004639,CUST00004970,BR0026,WALLET,ACTIVE,4/17/2021,NPR,1/1/2026
ACC0000004640,CUST00003522,BR0034,SAVINGS,DORMANT,10/7/2023,NPR,1/1/2026
ACC0000004641,CUST00000340,BR0017,SALARY,ACTIVE,6/26/2025,NPR,1/1/2026
ACC0000004642,CUST00004131,BR0010,SALARY,ACTIVE,3/2/2025,NPR,1/1/2026
ACC0000004643,CUST00003851,BR0017,LOAN,ACTIVE,4/30/2022,NPR,1/1/2026
ACC0000004644,CUST00004200,BR0005,LOAN,ACTIVE,8/26/2021,NPR,1/1/2026
ACC0000004645,CUST00001175,BR0013,SALARY,ACTIVE,8/1/2021,NPR,1/1/2026
ACC0000004646,CUST00002657,BR0005,CURRENT,ACTIVE,8/4/2025,NPR,1/1/2026
ACC0000004647,CUST00004618,BR0027,CURRENT,ACTIVE,12/24/2025,NPR,1/1/2026
ACC0000004648,CUST00000070,BR0030,WALLET,ACTIVE,5/24/2024,NPR,1/1/2026
ACC0000004649,CUST00002719,BR0027,SAVINGS,DORMANT,9/8/2022,NPR,1/1/2026
ACC0000004650,CUST00004523,BR0030,LOAN,ACTIVE,2/19/2021,NPR,1/1/2026
ACC0000004651,CUST00002487,BR0004,WALLET,ACTIVE,10/21/2021,NPR,1/1/2026
ACC0000004652,CUST00002802,BR0034,SALARY,ACTIVE,6/9/2021,NPR,1/1/2026
ACC0000004653,CUST00004749,BR0027,SAVINGS,ACTIVE,9/20/2020,NPR,1/1/2026
ACC0000004654,CUST00004909,BR0009,WALLET,ACTIVE,1/2/2020,NPR,1/1/2026
ACC0000004655,CUST00002984,BR0033,WALLET,ACTIVE,10/30/2019,NPR,1/1/2026
ACC0000004656,CUST00004292,BR0006,SAVINGS,ACTIVE,9/7/2020,NPR,1/1/2026
ACC0000004657,CUST00003854,BR0025,CURRENT,ACTIVE,4/5/2024,NPR,1/1/2026
ACC0000004658,CUST00004906,BR0023,LOAN,ACTIVE,12/10/2021,NPR,1/1/2026
ACC0000004659,CUST00002620,BR0014,WALLET,ACTIVE,6/3/2021,NPR,1/1/2026
ACC0000004660,CUST00001771,BR0016,SALARY,ACTIVE,1/9/2021,NPR,1/1/2026
ACC0000004661,CUST00004886,BR0040,SAVINGS,ACTIVE,10/19/2021,NPR,1/1/2026
ACC0000004662,CUST00004625,BR0030,SALARY,ACTIVE,5/8/2021,NPR,1/1/2026
ACC0000004663,CUST00002111,BR0038,SAVINGS,ACTIVE,8/14/2019,NPR,1/1/2026
ACC0000004664,CUST00000886,BR0011,SALARY,ACTIVE,1/3/2021,NPR,1/1/2026
ACC0000004665,CUST00001468,BR0009,LOAN,DORMANT,2/28/2021,NPR,1/1/2026
ACC0000004666,CUST00003403,BR0021,LOAN,ACTIVE,8/1/2021,NPR,1/1/2026
ACC0000004667,CUST00002195,BR0025,SALARY,BLOCKED,6/23/2021,NPR,1/1/2026
ACC0000004668,CUST00002472,BR0019,WALLET,ACTIVE,8/8/2019,NPR,1/1/2026
ACC0000004669,CUST00002048,BR0033,CURRENT,ACTIVE,5/16/2020,NPR,1/1/2026
ACC0000004670,CUST00000507,BR0030,WALLET,ACTIVE,2/8/2025,NPR,1/1/2026
ACC0000004671,CUST00004930,BR0033,WALLET,ACTIVE,4/8/2024,NPR,1/1/2026
ACC0000004672,CUST00003669,BR0004,SAVINGS,ACTIVE,10/29/2021,NPR,1/1/2026
ACC0000004673,CUST00003390,BR0029,LOAN,DORMANT,11/7/2021,NPR,1/1/2026
ACC0000004674,CUST00004465,BR0034,SALARY,ACTIVE,9/17/2022,NPR,1/1/2026
ACC0000004675,CUST00003188,BR0037,WALLET,ACTIVE,10/10/2025,NPR,1/1/2026
ACC0000004676,CUST00001557,BR0027,SALARY,ACTIVE,7/9/2022,NPR,1/1/2026
ACC0000004677,CUST00000048,BR0031,WALLET,ACTIVE,4/22/2021,NPR,1/1/2026
ACC0000004678,CUST00002950,BR0030,SALARY,ACTIVE,12/4/2020,NPR,1/1/2026
ACC0000004679,CUST00004169,BR0030,SALARY,CLOSED,10/23/2021,NPR,1/1/2026
ACC0000004680,CUST00004419,BR0009,LOAN,ACTIVE,12/8/2024,NPR,1/1/2026
ACC0000004681,CUST00001390,BR0014,SAVINGS,DORMANT,9/3/2022,NPR,1/1/2026
ACC0000004682,CUST00004057,BR0021,SALARY,ACTIVE,5/8/2023,NPR,1/1/2026
ACC0000004683,CUST00001655,BR0013,SALARY,ACTIVE,10/23/2019,NPR,1/1/2026
ACC0000004684,CUST00002329,BR0008,WALLET,ACTIVE,6/27/2019,NPR,1/1/2026
ACC0000004685,CUST00004698,BR0001,SAVINGS,DORMANT,8/19/2024,NPR,1/1/2026
ACC0000004686,CUST00004664,BR0011,SALARY,ACTIVE,1/19/2024,NPR,1/1/2026
ACC0000004687,CUST00002774,BR0009,SAVINGS,ACTIVE,4/3/2020,NPR,1/1/2026
ACC0000004688,CUST00001616,BR0021,LOAN,ACTIVE,8/18/2020,NPR,1/1/2026
ACC0000004689,CUST00000448,BR0003,SAVINGS,ACTIVE,2/15/2021,NPR,1/1/2026
ACC0000004690,CUST00003358,BR0014,WALLET,ACTIVE,8/14/2020,NPR,1/1/2026
ACC0000004691,CUST00002666,BR0022,SAVINGS,ACTIVE,1/27/2024,NPR,1/1/2026
ACC0000004692,CUST00000143,BR0030,LOAN,ACTIVE,9/28/2020,NPR,1/1/2026
ACC0000004693,CUST00004161,BR0001,SAVINGS,DORMANT,4/11/2019,NPR,1/1/2026
ACC0000004694,CUST00002212,BR0008,CURRENT,ACTIVE,2/12/2025,NPR,1/1/2026
ACC0000004695,CUST00000759,BR0010,SAVINGS,ACTIVE,6/26/2020,NPR,1/1/2026
ACC0000004696,CUST00000547,BR0027,SAVINGS,ACTIVE,1/24/2020,NPR,1/1/2026
ACC0000004697,CUST00001191,BR0029,SALARY,ACTIVE,10/17/2021,NPR,1/1/2026
ACC0000004698,CUST00000641,BR0032,CURRENT,ACTIVE,4/5/2020,NPR,1/1/2026
ACC0000004699,CUST00003486,BR0032,LOAN,ACTIVE,11/30/2025,NPR,1/1/2026
ACC0000004700,CUST00002995,BR0023,CURRENT,ACTIVE,12/31/2020,NPR,1/1/2026
ACC0000004701,CUST00002046,BR0035,WALLET,ACTIVE,7/10/2019,NPR,1/1/2026
ACC0000004702,CUST00002701,BR0029,SAVINGS,ACTIVE,12/4/2023,NPR,1/1/2026
ACC0000004703,CUST00001831,BR0020,WALLET,ACTIVE,9/15/2020,NPR,1/1/2026
ACC0000004704,CUST00004394,BR0023,WALLET,ACTIVE,12/2/2024,NPR,1/1/2026
ACC0000004705,CUST00000230,BR0012,WALLET,ACTIVE,9/17/2019,NPR,1/1/2026
ACC0000004706,CUST00004529,BR0012,SAVINGS,ACTIVE,9/30/2021,NPR,1/1/2026
ACC0000004707,CUST00003930,BR0040,WALLET,ACTIVE,9/25/2021,NPR,1/1/2026
ACC0000004708,CUST00003321,BR0037,SALARY,BLOCKED,2/20/2024,NPR,1/1/2026
ACC0000004709,CUST00003387,BR0013,CURRENT,DORMANT,5/28/2025,NPR,1/1/2026
ACC0000004710,CUST00001198,BR0024,LOAN,ACTIVE,3/10/2023,NPR,1/1/2026
ACC0000004711,CUST00003605,BR0009,SAVINGS,ACTIVE,7/16/2022,NPR,1/1/2026
ACC0000004712,CUST00003964,BR0008,SAVINGS,ACTIVE,9/3/2025,NPR,1/1/2026
ACC0000004713,CUST00001302,BR0029,SALARY,ACTIVE,8/3/2025,NPR,1/1/2026
ACC0000004714,CUST00001258,BR0021,LOAN,ACTIVE,6/30/2020,NPR,1/1/2026
ACC0000004715,CUST00004813,BR0029,CURRENT,BLOCKED,9/11/2019,NPR,1/1/2026
ACC0000004716,CUST00003376,BR0005,SAVINGS,ACTIVE,8/12/2025,NPR,1/1/2026
ACC0000004717,CUST00003244,BR0007,SAVINGS,ACTIVE,12/12/2021,NPR,1/1/2026
ACC0000004718,CUST00002301,BR0030,SAVINGS,ACTIVE,10/11/2021,NPR,1/1/2026
ACC0000004719,CUST00000944,BR0001,SAVINGS,DORMANT,8/30/2019,NPR,1/1/2026
ACC0000004720,CUST00002115,BR0005,LOAN,ACTIVE,2/11/2025,NPR,1/1/2026
ACC0000004721,CUST00002879,BR0028,CURRENT,ACTIVE,3/21/2020,NPR,1/1/2026
ACC0000004722,CUST00002239,BR0014,CURRENT,ACTIVE,10/16/2019,NPR,1/1/2026
ACC0000004723,CUST00003292,BR0036,LOAN,ACTIVE,12/2/2019,NPR,1/1/2026
ACC0000004724,CUST00003335,BR0034,SALARY,ACTIVE,8/9/2022,NPR,1/1/2026
ACC0000004725,CUST00004963,BR0011,WALLET,DORMANT,10/23/2023,NPR,1/1/2026
ACC0000004726,CUST00003988,BR0029,WALLET,ACTIVE,5/24/2022,NPR,1/1/2026
ACC0000004727,CUST00002993,BR0027,SAVINGS,ACTIVE,10/8/2019,NPR,1/1/2026
ACC0000004728,CUST00000715,BR0035,SAVINGS,ACTIVE,6/18/2024,NPR,1/1/2026
ACC0000004729,CUST00002661,BR0007,CURRENT,ACTIVE,7/12/2021,NPR,1/1/2026
ACC0000004730,CUST00002765,BR0005,SAVINGS,ACTIVE,10/16/2025,NPR,1/1/2026
ACC0000004731,CUST00002685,BR0014,WALLET,ACTIVE,5/22/2019,NPR,1/1/2026
ACC0000004732,CUST00000529,BR0028,LOAN,ACTIVE,6/29/2022,NPR,1/1/2026
ACC0000004733,CUST00002011,BR0018,LOAN,CLOSED,12/28/2021,NPR,1/1/2026
ACC0000004734,CUST00004283,BR0002,SAVINGS,ACTIVE,6/7/2024,NPR,1/1/2026
ACC0000004735,CUST00000555,BR0016,SALARY,ACTIVE,5/8/2024,NPR,1/1/2026
ACC0000004736,CUST00000782,BR0001,SALARY,ACTIVE,9/22/2020,NPR,1/1/2026
ACC0000004737,CUST00003659,BR0005,CURRENT,ACTIVE,6/5/2024,NPR,1/1/2026
ACC0000004738,CUST00002602,BR0022,LOAN,ACTIVE,12/10/2021,NPR,1/1/2026
ACC0000004739,CUST00002877,BR0030,LOAN,ACTIVE,12/26/2021,NPR,1/1/2026
ACC0000004740,CUST00003951,BR0010,WALLET,ACTIVE,7/25/2023,NPR,1/1/2026
ACC0000004741,CUST00004236,BR0019,SALARY,ACTIVE,12/1/2025,NPR,1/1/2026
ACC0000004742,CUST00001762,BR0040,LOAN,ACTIVE,4/9/2024,NPR,1/1/2026
ACC0000004743,CUST00001254,BR0032,LOAN,ACTIVE,4/20/2021,NPR,1/1/2026
ACC0000004744,CUST00000112,BR0018,SAVINGS,ACTIVE,2/2/2021,NPR,1/1/2026
ACC0000004745,CUST00002845,BR0022,WALLET,ACTIVE,9/4/2023,NPR,1/1/2026
ACC0000004746,CUST00003595,BR0038,SALARY,ACTIVE,2/7/2023,NPR,1/1/2026
ACC0000004747,CUST00002119,BR0032,SALARY,ACTIVE,6/12/2019,NPR,1/1/2026
ACC0000004748,CUST00000372,BR0019,LOAN,ACTIVE,3/20/2024,NPR,1/1/2026
ACC0000004749,CUST00000061,BR0022,CURRENT,DORMANT,3/5/2025,NPR,1/1/2026
ACC0000004750,CUST00002326,BR0009,CURRENT,ACTIVE,10/5/2024,NPR,1/1/2026
ACC0000004751,CUST00002523,BR0029,WALLET,ACTIVE,9/29/2022,NPR,1/1/2026
ACC0000004752,CUST00001398,BR0003,SAVINGS,ACTIVE,4/18/2019,NPR,1/1/2026
ACC0000004753,CUST00000770,BR0035,SAVINGS,ACTIVE,10/16/2023,NPR,1/1/2026
ACC0000004754,CUST00001178,BR0008,CURRENT,ACTIVE,11/27/2019,NPR,1/1/2026
ACC0000004755,CUST00002120,BR0023,CURRENT,ACTIVE,5/7/2023,NPR,1/1/2026
ACC0000004756,CUST00004411,BR0037,LOAN,ACTIVE,12/28/2020,NPR,1/1/2026
ACC0000004757,CUST00001980,BR0037,WALLET,ACTIVE,2/24/2021,NPR,1/1/2026
ACC0000004758,CUST00004906,BR0006,LOAN,ACTIVE,11/4/2020,NPR,1/1/2026
ACC0000004759,CUST00002538,BR0010,SALARY,ACTIVE,9/19/2022,NPR,1/1/2026
ACC0000004760,CUST00002372,BR0019,WALLET,ACTIVE,2/8/2023,NPR,1/1/2026
ACC0000004761,CUST00002353,BR0006,SALARY,ACTIVE,6/3/2022,NPR,1/1/2026
ACC0000004762,CUST00001532,BR0032,WALLET,ACTIVE,10/26/2020,NPR,1/1/2026
ACC0000004763,CUST00004394,BR0002,SAVINGS,ACTIVE,2/7/2023,NPR,1/1/2026
ACC0000004764,CUST00004784,BR0031,SAVINGS,ACTIVE,8/17/2025,NPR,1/1/2026
ACC0000004765,CUST00002241,BR0040,WALLET,ACTIVE,8/4/2021,NPR,1/1/2026
ACC0000004766,CUST00004237,BR0032,SAVINGS,ACTIVE,5/7/2021,NPR,1/1/2026
ACC0000004767,CUST00004131,BR0021,CURRENT,ACTIVE,4/10/2019,NPR,1/1/2026
ACC0000004768,CUST00002572,BR0013,CURRENT,ACTIVE,6/26/2021,NPR,1/1/2026
ACC0000004769,CUST00004577,BR0031,SALARY,ACTIVE,3/29/2020,NPR,1/1/2026
ACC0000004770,CUST00001803,BR0020,SALARY,ACTIVE,12/11/2020,NPR,1/1/2026
ACC0000004771,CUST00000772,BR0038,SAVINGS,DORMANT,5/14/2024,NPR,1/1/2026
ACC0000004772,CUST00004987,BR0008,SALARY,ACTIVE,8/25/2020,NPR,1/1/2026
ACC0000004773,CUST00004579,BR0008,CURRENT,DORMANT,9/28/2019,NPR,1/1/2026
ACC0000004774,CUST00001945,BR0005,WALLET,ACTIVE,5/16/2021,NPR,1/1/2026
ACC0000004775,CUST00001949,BR0030,SAVINGS,ACTIVE,12/16/2024,NPR,1/1/2026
ACC0000004776,CUST00000282,BR0001,WALLET,ACTIVE,2/15/2022,NPR,1/1/2026
ACC0000004777,CUST00004134,BR0031,WALLET,ACTIVE,5/2/2020,NPR,1/1/2026
ACC0000004778,CUST00003322,BR0036,SAVINGS,DORMANT,7/18/2024,NPR,1/1/2026
ACC0000004779,CUST00003225,BR0027,LOAN,ACTIVE,11/14/2020,NPR,1/1/2026
ACC0000004780,CUST00004930,BR0018,LOAN,BLOCKED,12/25/2019,NPR,1/1/2026
ACC0000004781,CUST00001241,BR0036,WALLET,ACTIVE,7/18/2025,NPR,1/1/2026
ACC0000004782,CUST00000549,BR0030,SALARY,DORMANT,11/13/2023,NPR,1/1/2026
ACC0000004783,CUST00000386,BR0023,LOAN,ACTIVE,7/29/2022,NPR,1/1/2026
ACC0000004784,CUST00001496,BR0036,WALLET,ACTIVE,6/24/2021,NPR,1/1/2026
ACC0000004785,CUST00004591,BR0009,WALLET,ACTIVE,12/14/2019,NPR,1/1/2026
ACC0000004786,CUST00004595,BR0027,LOAN,ACTIVE,7/18/2024,NPR,1/1/2026
ACC0000004787,CUST00002098,BR0004,SALARY,ACTIVE,11/4/2022,NPR,1/1/2026
ACC0000004788,CUST00001233,BR0023,LOAN,DORMANT,8/18/2023,NPR,1/1/2026
ACC0000004789,CUST00000722,BR0020,SALARY,ACTIVE,10/24/2020,NPR,1/1/2026
ACC0000004790,CUST00003272,BR0017,SAVINGS,ACTIVE,4/5/2025,NPR,1/1/2026
ACC0000004791,CUST00001644,BR0035,SAVINGS,ACTIVE,12/3/2023,NPR,1/1/2026
ACC0000004792,CUST00003820,BR0039,LOAN,ACTIVE,8/2/2022,NPR,1/1/2026
ACC0000004793,CUST00000460,BR0014,LOAN,ACTIVE,6/23/2025,NPR,1/1/2026
ACC0000004794,CUST00003755,BR0035,SALARY,ACTIVE,12/8/2023,NPR,1/1/2026
